Group_Combined,Group,Year,Metric,Value
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2020,Enrollments / Applications,20
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2021,Enrollments / Applications,24
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2022,Enrollments / Applications,23
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2023,Enrollments / Applications,19
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2024,Enrollments / Applications,18
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2015,Enrollments / Admissions,32
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2016,Enrollments / Admissions,31
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2017,Enrollments / Admissions,33
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2018,Enrollments / Admissions,31
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2019,Enrollments / Admissions,26
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2020,Enrollments / Admissions,27
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2021,Enrollments / Admissions,29
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2022,Enrollments / Admissions,27
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2023,Enrollments / Admissions,24
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2024,Enrollments / Admissions,24
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2015,Enrollments / Confirmations,106
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2016,Enrollments / Confirmations,102
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2017,Enrollments / Confirmations,105
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2018,Enrollments / Confirmations,110
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2019,Enrollments / Confirmations,107
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2020,Enrollments / Confirmations,105
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2021,Enrollments / Confirmations,110
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2022,Enrollments / Confirmations,105
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2023,Enrollments / Confirmations,103
Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,Enrollments / Confirmations 143% 200% 200% 180% 167% 233% 160% 125% 114% 100%,2024,Enrollments / Confirmations,102
Full-Time,Full-Time,2015,Confirmations (N),159
Full-Time,Full-Time,2016,Confirmations (N),132
Full-Time,Full-Time,2017,Confirmations (N),203
Full-Time,Full-Time,2018,Confirmations (N),175
Full-Time,Full-Time,2019,Confirmations (N),187
Full-Time,Full-Time,2020,Confirmations (N),149
Full-Time,Full-Time,2021,Confirmations (N),157
Full-Time,Full-Time,2022,Confirmations (N),195
Full-Time,Full-Time,2023,Confirmations (N),231
Full-Time,Full-Time,2024,Confirmations (N),258
Full-Time,Full-Time,2015,Enrollments (N),145
Full-Time,Full-Time,2016,Enrollments (N),122
Full-Time,Full-Time,2017,Enrollments (N),184
Full-Time,Full-Time,2018,Enrollments (N),163
Full-Time,Full-Time,2019,Enrollments (N),169
Full-Time,Full-Time,2020,Enrollments (N),139
Full-Time,Full-Time,2021,Enrollments (N),133
Full-Time,Full-Time,2022,Enrollments (N),182
Full-Time,Full-Time,2023,Enrollments (N),215
Full-Time,Full-Time,2024,Enrollments (N),241
Full-Time,Full-Time,2015,Admissions / Applications,32
Full-Time,Full-Time,2016,Admissions / Applications,36
Full-Time,Full-Time,2017,Admissions / Applications,46
Full-Time,Full-Time,2018,Admissions / Applications,47
Full-Time,Full-Time,2019,Admissions / Applications,47
Full-Time,Full-Time,2020,Admissions / Applications,49
Full-Time,Full-Time,2021,Admissions / Applications,61
Full-Time,Full-Time,2022,Admissions / Applications,65
Full-Time,Full-Time,2023,Admissions / Applications,67
Full-Time,Full-Time,2024,Admissions / Applications,61
Full-Time,Full-Time,2015,Confirmations / Applications,10
Full-Time,Full-Time,2016,Confirmations / Applications,10
Full-Time,Full-Time,2017,Confirmations / Applications,15
Full-Time,Full-Time,2018,Confirmations / Applications,12
Full-Time,Full-Time,2019,Confirmations / Applications,14
Full-Time,Full-Time,2020,Confirmations / Applications,11
Full-Time,Full-Time,2021,Confirmations / Applications,14
Full-Time,Full-Time,2022,Confirmations / Applications,16
Full-Time,Full-Time,2023,Confirmations / Applications,18
Full-Time,Full-Time,2024,Confirmations / Applications,16
Full-Time,Full-Time,2015,Confirmations / Admissions,31
Full-Time,Full-Time,2016,Confirmations / Admissions,28
Full-Time,Full-Time,2017,Confirmations / Admissions,32
Full-Time,Full-Time,2018,Confirmations / Admissions,26
Full-Time,Full-Time,2019,Confirmations / Admissions,29
Full-Time,Full-Time,2020,Confirmations / Admissions,22
Full-Time,Full-Time,2021,Confirmations / Admissions,23
Full-Time,Full-Time,2022,Confirmations / Admissions,25
Full-Time,Full-Time,2023,Confirmations / Admissions,27
Full-Time,Full-Time,2024,Confirmations / Admissions,26
Full-Time,Full-Time,2015,Enrollments / Applications,9
Full-Time,Full-Time,2016,Enrollments / Applications,9
Full-Time,Full-Time,2017,Enrollments / Applications,13
Full-Time,Full-Time,2018,Enrollments / Applications,11
Full-Time,Full-Time,2019,Enrollments / Applications,12
Full-Time,Full-Time,2020,Enrollments / Applications,10
Full-Time,Full-Time,2021,Enrollments / Applications,12
Full-Time,Full-Time,2022,Enrollments / Applications,15
Full-Time,Full-Time,2023,Enrollments / Applications,16
Full-Time,Full-Time,2024,Enrollments / Applications,15
Full-Time,Full-Time,2015,Enrollments / Admissions,28
Full-Time,Full-Time,2016,Enrollments / Admissions,26
Full-Time,Full-Time,2017,Enrollments / Admissions,29
Full-Time,Full-Time,2018,Enrollments / Admissions,24
Full-Time,Full-Time,2019,Enrollments / Admissions,26
Full-Time,Full-Time,2020,Enrollments / Admissions,21
Full-Time,Full-Time,2021,Enrollments / Admissions,20
Full-Time,Full-Time,2022,Enrollments / Admissions,23
Full-Time,Full-Time,2023,Enrollments / Admissions,25
Full-Time,Full-Time,2024,Enrollments / Admissions,24
Full-Time,Full-Time,2015,Enrollments / Confirmations,91
Full-Time,Full-Time,2016,Enrollments / Confirmations,92
Full-Time,Full-Time,2017,Enrollments / Confirmations,91
Full-Time,Full-Time,2018,Enrollments / Confirmations,93
Full-Time,Full-Time,2019,Enrollments / Confirmations,90
Full-Time,Full-Time,2020,Enrollments / Confirmations,93
Full-Time,Full-Time,2021,Enrollments / Confirmations,85
Full-Time,Full-Time,2022,Enrollments / Confirmations,93
Full-Time,Full-Time,2023,Enrollments / Confirmations,93
Full-Time,Full-Time,2024,Enrollments / Confirmations,93
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Applications (N),279
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Applications (N),299
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Applications (N),290
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Applications (N),254
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Applications (N),241
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Applications (N),232
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Applications (N),207
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Applications (N),267
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Applications (N),279
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Applications (N),294
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Admissions (N),189
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Admissions (N),195
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Admissions (N),182
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Admissions (N),157
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Admissions (N),135
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Admissions (N),129
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Admissions (N),124
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Admissions (N),152
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Admissions (N),150
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Admissions (N),159
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Confirmations (N),136
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Confirmations (N),139
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Confirmations (N),131
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Confirmations (N),109
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Confirmations (N),92
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Confirmations (N),98
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Confirmations (N),81
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Confirmations (N),113
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Confirmations (N),99
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Confirmations (N),114
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Enrollments (N),123
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Enrollments (N),122
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Enrollments (N),118
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Enrollments (N),100
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Enrollments (N),77
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Enrollments (N),79
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Enrollments (N),65
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Enrollments (N),88
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Enrollments (N),77
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Enrollments (N),96
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Admissions / Applications,68
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Admissions / Applications,65
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Admissions / Applications,63
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Admissions / Applications,62
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Admissions / Applications,56
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Admissions / Applications,56
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Admissions / Applications,60
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Admissions / Applications,57
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Admissions / Applications,54
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Admissions / Applications,54
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Confirmations / Applications,49
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Confirmations / Applications,46
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Confirmations / Applications,45
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Confirmations / Applications,43
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Confirmations / Applications,38
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Confirmations / Applications,42
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Confirmations / Applications,39
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Confirmations / Applications,42
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Confirmations / Applications,35
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Confirmations / Applications,39
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Confirmations / Admissions,72
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Confirmations / Admissions,71
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Confirmations / Admissions,72
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Confirmations / Admissions,69
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Confirmations / Admissions,68
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Confirmations / Admissions,76
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Confirmations / Admissions,65
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Confirmations / Admissions,74
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Confirmations / Admissions,66
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Confirmations / Admissions,72
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Enrollments / Applications,44
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Enrollments / Applications,41
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Enrollments / Applications,41
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Enrollments / Applications,39
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Enrollments / Applications,32
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Enrollments / Applications,34
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Enrollments / Applications,31
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Enrollments / Applications,33
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Enrollments / Applications,28
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Enrollments / Applications,33
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Enrollments / Admissions,65
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Enrollments / Admissions,63
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Enrollments / Admissions,65
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Enrollments / Admissions,64
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Enrollments / Admissions,57
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2020,Enrollments / Admissions,61
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2021,Enrollments / Admissions,52
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2022,Enrollments / Admissions,58
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2023,Enrollments / Admissions,51
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2024,Enrollments / Admissions,60
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2015,Enrollments / Confirmations,90
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2016,Enrollments / Confirmations,88
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2017,Enrollments / Confirmations,90
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2018,Enrollments / Confirmations,92
Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,Enrollments / Confirmations 91% 92% 91% 93% 90% 93% 85% 93% 93% 93%,2019,Enrollments / Confirmations,84
